date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:14:37	52639/52639	---MCZ	200	added ('OK')	text/html	date:Thu,%2006%20Feb%202020%2015:08:27%20GMT	https://demos.creative-tim.com/now-ui-dashboard-pro/examples/dashboard.html	C:/Users/CLOUD8/Desktop/Web%20Development%20Notes/admin_template/Jogxpress/demos.creative-tim.com/now-ui-dashboard-pro/examples/dashboard.html	(from )
09:14:38	2170/2170	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2006%20Apr%202021%2001:14:38%20GMT	https://demos.creative-tim.com/robots.txt		(from )
09:14:38	2446/2446	---M--	200	added ('OK')	image/png	etag:%225e3c2bea-98e%22	https://demos.creative-tim.com/now-ui-dashboard-pro/assets/img/apple-icon.png	C:/Users/CLOUD8/Desktop/Web%20Development%20Notes/admin_template/Jogxpress/demos.creative-tim.com/now-ui-dashboard-pro/assets/img/apple-icon.png	(from https://demos.creative-tim.com/now-ui-dashboard-pro/examples/dashboard.html)
09:14:38	2761/2761	---M--	200	added ('OK')	image/png	etag:%225e3c2beb-ac9%22	https://demos.creative-tim.com/now-ui-dashboard-pro/assets/img/favicon.png	C:/Users/CLOUD8/Desktop/Web%20Development%20Notes/admin_template/Jogxpress/demos.creative-tim.com/now-ui-dashboard-pro/assets/img/favicon.png	(from https://demos.creative-tim.com/now-ui-dashboard-pro/examples/dashboard.html)
09:14:40	158770/158770	---M--	200	added ('OK')	image/jpeg	etag:%2273a1b747c9f203ee2b287a4cafa8f0d5%22	https://s3.amazonaws.com/creativetim_bucket/products/72/opt_nudp_thumbnail.jpg	C:/Users/CLOUD8/Desktop/Web%20Development%20Notes/admin_template/Jogxpress/s3.amazonaws.com/creativetim_bucket/products/72/opt_nudp_thumbnail.jpg	(from https://demos.creative-tim.com/now-ui-dashboard-pro/examples/dashboard.html)
09:14:40	54456/54456	---MCZ	200	added ('OK')	text/css	etag:W/%227b1d7f457d056ace7b230b587b9f3753%22	https://use.fontawesome.com/releases/v5.7.1/css/all.css	C:/Users/CLOUD8/Desktop/Web%20Development%20Notes/admin_template/Jogxpress/use.fontawesome.com/releases/v5.7.1/css/all.css	(from https://demos.creative-tim.com/now-ui-dashboard-pro/examples/dashboard.html)
09:14:40	159516/159516	---M-Z	200	added ('OK')	text/css	etag:W/%225e3c2bea-26f1c%22	https://demos.creative-tim.com/now-ui-dashboard-pro/assets/css/bootstrap.min.css	C:/Users/CLOUD8/Desktop/Web%20Development%20Notes/admin_template/Jogxpress/demos.creative-tim.com/now-ui-dashboard-pro/assets/css/bootstrap.min.css	(from https://demos.creative-tim.com/now-ui-dashboard-pro/examples/dashboard.html)
09:14:40	276766/276766	---M-Z	200	added ('OK')	text/css	etag:W/%225e3c2bea-4391e%22	https://demos.creative-tim.com/now-ui-dashboard-pro/assets/css/now-ui-dashboard.min.css?v=1.5.0	C:/Users/CLOUD8/Desktop/Web%20Development%20Notes/admin_template/Jogxpress/demos.creative-tim.com/now-ui-dashboard-pro/assets/css/now-ui-dashboard.minaa26.css	(from https://demos.creative-tim.com/now-ui-dashboard-pro/examples/dashboard.html)
09:14:41	785/785	---M-Z	200	added ('OK')	text/css	etag:W/%225e3c2bea-311%22	https://demos.creative-tim.com/now-ui-dashboard-pro/assets/demo/demo.css	C:/Users/CLOUD8/Desktop/Web%20Development%20Notes/admin_template/Jogxpress/demos.creative-tim.com/now-ui-dashboard-pro/assets/demo/demo.css	(from https://demos.creative-tim.com/now-ui-dashboard-pro/examples/dashboard.html)
09:14:41	1555/1555	---M--	400	error ('Bad%20Request')	text/html	date:Tue,%2006%20Apr%202021%2001:14:41%20GMT	https://www.googletagmanager.com/gtm.js?id=	C:/Users/CLOUD8/Desktop/Web%20Development%20Notes/admin_template/Jogxpress/www.googletagmanager.com/gtm.85445.delayed	(from https://demos.creative-tim.com/now-ui-dashboard-pro/examples/dashboard.html)
09:14:41	77322/77322	---M--	200	added ('OK')	image/jpeg	etag:%225e3c2beb-12e0a%22	https://demos.creative-tim.com/now-ui-dashboard-pro/assets/img/james.jpg	C:/Users/CLOUD8/Desktop/Web%20Development%20Notes/admin_template/Jogxpress/demos.creative-tim.com/now-ui-dashboard-pro/assets/img/james.jpg	(from https://demos.creative-tim.com/now-ui-dashboard-pro/examples/dashboard.html)
09:14:42	26334/26334	---MCZ	200	added ('OK')	text/html	date:Thu,%2006%20Feb%202020%2015:08:27%20GMT	https://demos.creative-tim.com/now-ui-dashboard-pro/examples/pages/pricing.html	C:/Users/CLOUD8/Desktop/Web%20Development%20Notes/admin_template/Jogxpress/demos.creative-tim.com/now-ui-dashboard-pro/examples/pages/pricing.html	(from https://demos.creative-tim.com/now-ui-dashboard-pro/examples/dashboard.html)
09:14:42	55319/55319	---MCZ	200	added ('OK')	text/html	date:Thu,%2006%20Feb%202020%2015:08:27%20GMT	https://demos.creative-tim.com/now-ui-dashboard-pro/examples/pages/rtl.html	C:/Users/CLOUD8/Desktop/Web%20Development%20Notes/admin_template/Jogxpress/demos.creative-tim.com/now-ui-dashboard-pro/examples/pages/rtl.html	(from https://demos.creative-tim.com/now-ui-dashboard-pro/examples/dashboard.html)
09:14:42	28419/28419	---MCZ	200	added ('OK')	text/html	date:Thu,%2006%20Feb%202020%2015:08:27%20GMT	https://demos.creative-tim.com/now-ui-dashboard-pro/examples/pages/invoice.html	C:/Users/CLOUD8/Desktop/Web%20Development%20Notes/admin_template/Jogxpress/demos.creative-tim.com/now-ui-dashboard-pro/examples/pages/invoice.html	(from https://demos.creative-tim.com/now-ui-dashboard-pro/examples/dashboard.html)
09:14:42	44285/44285	---MCZ	200	added ('OK')	text/html	date:Thu,%2006%20Feb%202020%2015:08:27%20GMT	https://demos.creative-tim.com/now-ui-dashboard-pro/examples/pages/timeline.html	C:/Users/CLOUD8/Desktop/Web%20Development%20Notes/admin_template/Jogxpress/demos.creative-tim.com/now-ui-dashboard-pro/examples/pages/timeline.html	(from https://demos.creative-tim.com/now-ui-dashboard-pro/examples/dashboard.html)
09:14:43	24774/24774	---MCZ	200	added ('OK')	text/html	date:Thu,%2006%20Feb%202020%2015:08:27%20GMT	https://demos.creative-tim.com/now-ui-dashboard-pro/examples/pages/login.html	C:/Users/CLOUD8/Desktop/Web%20Development%20Notes/admin_template/Jogxpress/demos.creative-tim.com/now-ui-dashboard-pro/examples/pages/login.html	(from https://demos.creative-tim.com/now-ui-dashboard-pro/examples/dashboard.html)
09:14:43	27894/27894	---MCZ	200	added ('OK')	text/html	date:Thu,%2006%20Feb%202020%2015:08:27%20GMT	https://demos.creative-tim.com/now-ui-dashboard-pro/examples/pages/register.html	C:/Users/CLOUD8/Desktop/Web%20Development%20Notes/admin_template/Jogxpress/demos.creative-tim.com/now-ui-dashboard-pro/examples/pages/register.html	(from https://demos.creative-tim.com/now-ui-dashboard-pro/examples/dashboard.html)
09:14:43	23443/23443	---MCZ	200	added ('OK')	text/html	date:Thu,%2006%20Feb%202020%2015:08:27%20GMT	https://demos.creative-tim.com/now-ui-dashboard-pro/examples/pages/lock.html	C:/Users/CLOUD8/Desktop/Web%20Development%20Notes/admin_template/Jogxpress/demos.creative-tim.com/now-ui-dashboard-pro/examples/pages/lock.html	(from https://demos.creative-tim.com/now-ui-dashboard-pro/examples/dashboard.html)
09:14:43	44620/44620	---MCZ	200	added ('OK')	text/html	date:Thu,%2006%20Feb%202020%2015:08:27%20GMT	https://demos.creative-tim.com/now-ui-dashboard-pro/examples/pages/user.html	C:/Users/CLOUD8/Desktop/Web%20Development%20Notes/admin_template/Jogxpress/demos.creative-tim.com/now-ui-dashboard-pro/examples/pages/user.html	(from https://demos.creative-tim.com/now-ui-dashboard-pro/examples/dashboard.html)
09:14:43	60348/60348	---MCZ	200	added ('OK')	text/html	date:Thu,%2006%20Feb%202020%2015:08:27%20GMT	https://demos.creative-tim.com/now-ui-dashboard-pro/examples/components/buttons.html	C:/Users/CLOUD8/Desktop/Web%20Development%20Notes/admin_template/Jogxpress/demos.creative-tim.com/now-ui-dashboard-pro/examples/components/buttons.html	(from https://demos.creative-tim.com/now-ui-dashboard-pro/examples/dashboard.html)
09:14:44	49606/49606	---MCZ	200	added ('OK')	text/html	date:Thu,%2006%20Feb%202020%2015:08:27%20GMT	https://demos.creative-tim.com/now-ui-dashboard-pro/examples/components/grid.html	C:/Users/CLOUD8/Desktop/Web%20Development%20Notes/admin_template/Jogxpress/demos.creative-tim.com/now-ui-dashboard-pro/examples/components/grid.html	(from https://demos.creative-tim.com/now-ui-dashboard-pro/examples/dashboard.html)
09:14:44	55232/55232	---MCZ	200	added ('OK')	text/html	date:Thu,%2006%20Feb%202020%2015:08:27%20GMT	https://demos.creative-tim.com/now-ui-dashboard-pro/examples/components/panels.html	C:/Users/CLOUD8/Desktop/Web%20Development%20Notes/admin_template/Jogxpress/demos.creative-tim.com/now-ui-dashboard-pro/examples/components/panels.html	(from https://demos.creative-tim.com/now-ui-dashboard-pro/examples/dashboard.html)
09:14:44	43225/43225	---MCZ	200	added ('OK')	text/html	date:Thu,%2006%20Feb%202020%2015:08:27%20GMT	https://demos.creative-tim.com/now-ui-dashboard-pro/examples/components/sweet-alert.html	C:/Users/CLOUD8/Desktop/Web%20Development%20Notes/admin_template/Jogxpress/demos.creative-tim.com/now-ui-dashboard-pro/examples/components/sweet-alert.html	(from https://demos.creative-tim.com/now-ui-dashboard-pro/examples/dashboard.html)
09:14:44	52508/52508	---MCZ	200	added ('OK')	text/html	date:Thu,%2006%20Feb%202020%2015:08:27%20GMT	https://demos.creative-tim.com/now-ui-dashboard-pro/examples/components/notifications.html	C:/Users/CLOUD8/Desktop/Web%20Development%20Notes/admin_template/Jogxpress/demos.creative-tim.com/now-ui-dashboard-pro/examples/components/notifications.html	(from https://demos.creative-tim.com/now-ui-dashboard-pro/examples/dashboard.html)
09:14:45	70867/70867	---MCZ	200	added ('OK')	text/html	date:Thu,%2006%20Feb%202020%2015:08:27%20GMT	https://demos.creative-tim.com/now-ui-dashboard-pro/examples/components/icons.html	C:/Users/CLOUD8/Desktop/Web%20Development%20Notes/admin_template/Jogxpress/demos.creative-tim.com/now-ui-dashboard-pro/examples/components/icons.html	(from https://demos.creative-tim.com/now-ui-dashboard-pro/examples/dashboard.html)
09:14:45	43395/43395	---MCZ	200	added ('OK')	text/html	date:Thu,%2006%20Feb%202020%2015:08:27%20GMT	https://demos.creative-tim.com/now-ui-dashboard-pro/examples/components/typography.html	C:/Users/CLOUD8/Desktop/Web%20Development%20Notes/admin_template/Jogxpress/demos.creative-tim.com/now-ui-dashboard-pro/examples/components/typography.html	(from https://demos.creative-tim.com/now-ui-dashboard-pro/examples/dashboard.html)
09:14:45	59002/59002	---MCZ	200	added ('OK')	text/html	date:Thu,%2006%20Feb%202020%2015:08:27%20GMT	https://demos.creative-tim.com/now-ui-dashboard-pro/examples/forms/regular.html	C:/Users/CLOUD8/Desktop/Web%20Development%20Notes/admin_template/Jogxpress/demos.creative-tim.com/now-ui-dashboard-pro/examples/forms/regular.html	(from https://demos.creative-tim.com/now-ui-dashboard-pro/examples/dashboard.html)
09:14:45	52786/52786	---MCZ	200	added ('OK')	text/html	date:Thu,%2006%20Feb%202020%2015:08:27%20GMT	https://demos.creative-tim.com/now-ui-dashboard-pro/examples/forms/extended.html	C:/Users/CLOUD8/Desktop/Web%20Development%20Notes/admin_template/Jogxpress/demos.creative-tim.com/now-ui-dashboard-pro/examples/forms/extended.html	(from https://demos.creative-tim.com/now-ui-dashboard-pro/examples/dashboard.html)
09:14:46	54681/54681	---MCZ	200	added ('OK')	text/html	date:Thu,%2006%20Feb%202020%2015:08:27%20GMT	https://demos.creative-tim.com/now-ui-dashboard-pro/examples/forms/validation.html	C:/Users/CLOUD8/Desktop/Web%20Development%20Notes/admin_template/Jogxpress/demos.creative-tim.com/now-ui-dashboard-pro/examples/forms/validation.html	(from https://demos.creative-tim.com/now-ui-dashboard-pro/examples/dashboard.html)
